1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,9,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,9,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,7,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,3,1,1,1,1,1,1,1,1,6,1,3,1,1,1,3,1,1,3,1,1,1,3,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,8,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,3,1,1,1,1,1,1,6,1,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,12,1,1,1,1,1,1,1,1,1,1,1,1,8,4,1,7,1,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,3,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,9,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,7,18,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
4,1,6,1,11,1,12,11,1,1,7,1,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,19,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,21,1,10,1,1,1,5,1,1,1,1,1,1,3,4,1,1,4,1,6,1,8,1,1,1,17,1,1,8,1,5,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,7,1,3,1,10,1,1,1,4,1,1,1,1,1,1,1,1,1,1,19,1,1,1,10,1,1,1,1,1,5,1,1,1,3,1,6,1,1,1,1,1,1,1,1,1,1,1,4,1,1,14,1,1,1,1,1,1,1,15,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,14,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,5,16,1,1,1,1,1,1,3,1,1,1,1,7,5,5,1,1,1,13,1,1,3,1,1,1,3,1,1,10,1,1,1,1,1,24,1,1,5,1,8,6,1,1,1,1,8,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,3,1,8,1,1,1,1,1,1,1,14,1,1,1,12,1,1,1,1,6,1,1,12,1,1,1,7,1,7,1,1,1,1,1,7,1,4,1,14,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,15,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,6,1,1,1,1,1,1,1,1,1,3,1,1,1,8,1,1,1,1,1,1,11,16,1,1,6,1,1,1,1,1,1,3,6,1,1,1,6,1,1,1,1,1,1,8,1,6,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,8,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,5,1,11,10,1,1,1,1,12
1,1,1,12,4,1,1,11,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,3,1,1,1,12,1,10,1,1,1,22,1,1,1,11,8,1,1,1,1,1,22,1,1,1,1,1,1,1,11,1,18,1,1,1,21,1,12,5,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,13,23,1,1,19,1,1,1,1,1,10,1,15,1,1,1,3,1,1,1,1,18,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,17,1,1,1,17,1,1,1,3,1,1,3,1,1,1,20,1,1,3,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,25,1,16,1,1,24,1,1,1,1,1,1,10,1,1,1,1,1,1,1,19,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,7,13,17,8,1,12,16,1,1,1,1,7,1,1,1,1,14,1,1,1,1,5,1,1,1,24,4,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,15,11,1,1,1,1,1,16,1,1,16,1,1,1,1,5,21,1,6,1,1,1,4,6,1,1,24,1,13,1,1,1,1,4,1,16,1,1,1,1,1,1,1,17,21,1,1,1,20,1,1,1,1,1,13,1,1,1,1,14,1,1,8,1,15,1,1,1,17,1,8,1,15,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,8,15,1,1,1,1,1,15,1,1,1,1,15,1,1,1,8,1,1,1,1,1,1,1,6,1,15,1,1,6,7,1,1,1,20,5,1,1,1,1,1,1,1,1,1,1,1,21,7,1,1,1,4,1,1,1,16,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,24,1,1,1,1,1,17,1,1,1,1,1,1,16,1,1,1,1,1,10,1,1,1,1,6,15,1,1,1,6,1,23,1,1,12,1,1,1,8,1,1,1,1,13,1,1,1,1,1,1,10,1,1,1,1,1,3,1,1,1,17,1,15,1,1,1,3,1,1
14,24,1,1,7,1,1,1,8,23,7,1,18,6,22,1,1,10,1,1,1,18,1,22,1,1,1,1,19,1,1,13,1,20,7,1,1,1,25,6,1,1,6,15,5,22,1,1,25,18,8,1,1,1,13,1,1,1,15,1,1,1,23,1,6,1,17,16,1,1,1,22,1,1,1,18,1,1,1,24,1,1,1,1,24,1,1,1,1,1,1,1,23,19,1,1,1,1,4,1,1,20,22,1,1,6,1,1,12,1,1,18,1,16,1,1,25,1,1,1,18,1,20,1,16,15,18,12,1,1,17,21,1,1,1,23,25,5,1,16,1,12,25,1,7,11,19,7,1,1,3,1,1,20,1,1,1,16,1,1,15,22,1,1,11,20,1,1,1,1,24,23,1,17,7,25,1,11,16,1,1,1,1,1,1,1,1,4,1,1,1,1,1,12,6,1,1,23,1,1,1,1,1,1,5,1,1,1,1,1,1,25,1,13,1,1,6,10,1,11,1,1,1,1,3,1,1,1,16,1,10,1,24,1,15,23,13,1,1,1,5,13,1,1,1,12,12,1,22,1,1,1,14,1,14,25,1,1,1,1,1,1,1,18,6,24,1,1,1,1,14,9,1,16,1,1,6,1,24,1,16,24,1,1,1,13,1,8,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,1,23,1,16,1,1,1,1,1,1,1,7,16,1,1,14,6,1,12,1,1,1,13,1,19,25,1,1,1,21,3,17,10,1,1,1,1,1,1,1,7,16,1,1,5,17,1,1,1,14,1,1,1,1,1,1,1,1,1,11,1,1,1,1,12,1,1,20,1,1,1,25,23,1,1,1,1,1,1,3,1,5,1,1,19,1,15,20,1,19,1,10,4,19,1,20,1,1,18,19,1,1,16,1,9,16,1,1,1,22,1,1,1,24,1,1,1,9,16,1,1,21,1,1,1,14,1,1,16,14,1,16,14,1,15,1,10,1,1,1,24,1,14,1,25,1,17,1,24,1,1,1,17,1,1,16,1,4,5,1,1,1,7,4,1,1,18,14,1,1,1,14,1,16,1,8,5,6,4,1,11,15,10,1,1,1
24,5,25,1,8,1,1,17,9,1,1,1,18,9,1,25,1,1,1,19,25,1,1,1,1,1,1,20,1,11,1,1,11,1,1,19,16,1,1,1,17,1,8,18,1,15,1,1,24,1,1,1,1,1,25,25,1,23,1,1,1,17,1,1,19,1,1,1,1,1,1,1,1,18,1,8,9,1,22,1,19,1,1,1,1,1,20,1,1,20,22,1,15,1,24,25,1,15,1,1,5,21,1,1,20,22,1,1,1,1,1,1,1,1,1,18,1,24,1,1,1,1,1,1,16,1,21,1,1,1,18,13,25,22,1,22,24,22,1,1,17,24,1,1,1,12,1,1,1,17,1,1,17,1,1,19,1,1,1,25,1,1,1,24,1,1,1,1,12,1,1,3,3,24,18,7,25,8,1,15,1,1,1,24,1,1,1,1,1,1,1,1,21,8,25,20,1,1,1,1,1,10,10,1,1,1,14,1,14,18,24,1,23,22,1,1,1,1,1,1,20,1,1,23,1,1,1,1,5,1,1,14,1,25,25,5,1,20,1,1,5,19,23,1,6,1,20,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,25,1,1,4,1,8,1,1,5,1,7,1,1,1,1,1,1,1,1,4,25,1,1,1,1,19,1,1,5,17,1,1,24,1,1,12,23,1,1,6,1,21,25,1,1,25,1,1,1,1,1,18,1,1,23,1,1,1,1,1,18,1,1,16,23,1,1,1,8,1,1,24,1,1,23,1,6,1,1,1,1,25,1,14,1,4,17,1,1,1,25,7,1,1,1,1,1,1,10,1,16,18,1,1,1,1,1,1,1,1,18,1,1,1,1,7,1,1,3,1,16,20,10,1,3,21,25,1,25,1,1,1,1,1,1,1,1,25,1,1,1,7,1,1,1,1,1,10,25,1,1,8,1,1,1,24,1,8,1,1,1,1,1,1,4,1,25,1,17,1,1,22,19,1,8,1,1,9,1,1,16,25,21,1,1,1,1,1,1,10,19,1,1,3,1,6,6,1,18,25,1,20,13,1,1,1,1,13,1,1,1,1,1,20,19,25,1,1,19,1,1,18,1,1,1,1,13,1,20,1,1,9,1,5,1,1,1
1,1,20,16,1,1,1,7,1,1,25,18,1,19,18,25,24,8,4,14,1,1,25,1,1,23,1,1,1,17,1,9,25,21,21,1,14,19,1,1,1,1,1,18,1,8,23,1,1,1,1,1,16,1,22,1,1,1,19,22,1,1,25,5,1,1,20,1,20,23,25,1,1,25,25,1,21,23,1,1,1,1,1,1,1,1,1,1,1,1,10,6,20,1,3,1,19,1,3,1,1,5,1,22,1,1,1,1,1,1,1,24,1,1,24,21,23,17,1,1,1,1,8,1,1,21,1,1,1,18,3,1,13,1,25,1,1,1,15,1,1,1,1,1,1,23,1,4,24,1,1,1,25,1,20,11,23,21,5,25,1,1,1,23,4,12,24,1,25,24,8,6,23,1,1,1,1,1,1,1,17,1,19,19,1,7,1,21,12,16,1,1,1,16,14,1,1,1,20,1,19,19,1,1,3,1,21,21,1,20,19,1,1,1,8,3,1,1,21,1,1,20,1,24,1,1,19,1,1,1,1,16,19,1,13,1,1,1,1,22,12,11,1,1,1,9,21,1,23,1,1,14,15,1,22,18,1,1,1,1,1,1,1,1,19,21,16,1,1,20,1,1,6,1,1,1,1,1,1,21,23,25,1,1,15,1,1,25,1,1,1,17,1,1,23,25,23,17,1,1,21,1,21,1,10,25,21,1,24,12,8,1,20,1,25,1,1,1,1,15,1,1,1,25,1,25,7,11,1,1,1,1,1,1,21,1,22,1,18,1,1,23,1,25,1,5,8,3,1,1,1,1,1,1,24,1,1,1,1,1,1,17,18,4,1,1,25,14,1,1,1,1,8,1,1,1,1,1,1,25,1,5,1,11,1,24,1,21,25,1,1,1,1,25,24,1,1,13,20,19,15,1,3,6,1,1,14,1,1,1,18,1,8,1,20,1,1,1,1,1,1,1,21,1,25,1,1,15,1,1,1,1,1,1,1,1,13,20,1,1,20,1,1,1,19,1,24,6,1,25,1,25,1,1,1,16,1,1,1,1,1,1,17,1,22,8,1,1,1,1,1,1,1,1,16,1,1,1,3,1,25,23,25,16,21,1,3,1,1,1,1,23,1,1,1,1,1,21,1,1
1,1,1,12,1,1,4,12,1,1,5,24,22,19,24,19,1,1,15,16,8,1,23,1,1,24,1,1,24,15,19,1,1,1,1,1,22,17,1,1,1,5,1,17,1,22,25,23,25,15,25,1,1,25,1,1,1,1,1,1,1,6,24,23,1,5,1,24,12,1,1,24,1,1,25,21,1,19,1,1,1,25,16,19,1,1,25,1,1,25,1,1,1,22,1,1,1,20,1,1,1,1,1,20,19,1,18,22,1,1,14,25,1,21,11,20,1,23,12,1,1,24,25,1,1,1,1,1,17,23,1,13,14,1,1,1,1,18,1,1,1,1,1,5,1,1,1,7,1,1,1,20,1,1,1,1,1,25,1,18,25,6,25,1,1,1,4,1,1,11,1,15,1,5,1,10,23,16,25,1,10,1,1,20,1,25,1,1,1,24,9,25,1,1,1,1,1,1,1,10,1,1,1,21,5,1,1,12,1,1,1,25,25,25,1,24,1,1,1,23,1,17,1,1,1,1,1,1,25,17,19,1,1,1,1,1,25,1,1,13,1,1,1,1,1,1,1,1,1,1,15,25,1,1,1,1,1,24,1,1,10,23,23,1,1,1,25,1,1,1,3,16,1,6,1,1,1,1,1,1,19,25,1,1,25,1,1,1,1,1,1,25,1,1,17,23,25,1,1,1,1,1,1,4,25,21,1,1,24,25,1,1,1,1,1,1,1,23,1,1,23,23,1,1,18,23,1,25,1,1,15,1,19,15,1,1,1,1,1,1,21,16,1,1,1,24,1,1,1,24,1,25,1,15,1,1,1,24,1,1,1,1,19,18,1,1,1,1,25,1,1,24,6,6,24,1,1,1,1,1,22,1,1,1,17,21,24,19,1,14,25,20,1,25,14,25,25,1,24,1,19,1,1,8,1,1,21,25,1,1,24,17,23,25,1,1,1,25,1,23,1,1,23,15,1,14,1,22,23,24,21,1,1,1,1,1,1,15,1,4,25,1,1,1,1,21,16,1,1,24,1,1,1,1,1,1,22,1,19,1,25,25,5,1,19,16,20,1,1,19,1,3,23,18,16,25,1,18,1,1,1,11,1,1,25,1,1,24,8,1,1,9,19,1,24,18,21,15,14,12
1,24,25,10,21,1,1,1,25,1,1,1,19,1,1,20,1,25,1,1,1,25,23,1,1,10,1,25,1,25,1,21,1,1,1,25,25,3,1,1,24,23,1,1,1,1,1,1,17,24,1,1,1,25,13,1,1,25,20,25,3,13,1,25,1,1,25,21,1,3,1,1,13,25,1,1,1,19,25,1,1,24,1,1,1,1,1,1,1,1,15,1,25,1,1,4,25,1,1,1,1,1,1,1,1,1,1,1,17,25,1,17,3,1,1,24,24,1,1,25,24,1,1,13,1,1,1,20,1,1,1,15,23,1,24,1,21,25,22,1,18,25,1,22,1,7,1,1,23,1,1,19,1,1,4,22,1,25,1,1,18,1,1,1,1,1,1,1,1,15,1,24,1,1,1,15,25,1,1,1,1,1,1,1,25,1,1,1,7,1,20,1,25,6,1,17,24,1,19,1,6,1,13,25,3,23,1,25,1,25,1,1,7,1,1,1,20,1,8,1,20,1,1,25,23,1,15,25,1,25,18,1,1,1,24,25,1,25,1,14,20,1,1,1,25,23,24,24,25,1,19,1,1,25,1,1,15,1,1,1,25,19,22,18,1,14,25,1,1,22,24,22,1,1,1,1,23,1,9,1,13,17,20,25,1,24,1,1,19,23,1,19,1,1,1,1,1,6,1,1,1,1,1,1,1,25,15,1,20,1,1,7,1,1,1,19,21,1,1,17,1,1,19,9,10,24,1,20,24,23,1,1,1,1,1,5,25,1,1,25,14,1,23,1,1,22,1,1,1,1,25,1,23,1,1,21,1,1,1,1,1,1,14,1,1,1,1,1,23,1,1,17,25,1,1,1,21,1,1,21,1,1,1,1,1,1,1,25,1,23,1,1,1,24,17,1,1,1,11,1,15,19,20,17,1,1,24,1,1,1,19,8,21,1,1,24,19,22,1,18,22,1,10,1,17,15,1,1,1,19,1,24,1,1,1,23,20,20,1,20,19,16,18,16,1,23,1,1,1,1,1,24,1,1,1,1,1,25,1,11,1,1,25,1,1,25,25,12,1,1,1,1,1,1,1,1,1,21,1,1,1,25,1,1,1,1,25,1,1,25,23,20,25,1,25,1,1,1,5,1
1,1,15,24,20,15,25,1,1,1,25,1,1,1,1,1,18,1,1,1,21,1,25,1,18,19,23,14,1,1,11,16,1,16,17,25,20,17,1,1,1,25,24,23,1,1,1,1,16,20,1,20,1,21,1,10,1,1,1,1,1,10,11,1,1,1,25,19,21,1,16,12,1,5,1,18,24,17,1,13,14,23,24,24,19,1,25,1,1,25,1,24,1,8,1,15,23,1,20,25,13,24,17,22,1,25,25,21,25,24,1,25,18,1,19,23,1,25,13,20,25,25,1,1,21,1,23,25,1,1,1,1,1,1,25,25,24,24,1,25,25,25,1,23,1,1,24,23,1,1,23,15,1,1,1,1,22,14,23,19,24,19,1,25,21,1,1,25,25,25,22,23,1,6,22,1,24,25,1,25,1,1,24,25,25,24,24,1,21,25,1,1,1,1,1,1,1,1,1,1,24,20,1,25,18,1,23,17,25,22,22,25,1,8,23,1,1,1,25,1,1,24,8,20,1,5,1,23,25,25,25,15,1,25,25,22,24,1,24,18,24,1,1,22,3,24,5,1,18,8,15,23,1,5,24,25,25,25,1,15,1,25,25,19,1,19,1,1,24,15,1,1,7,1,25,23,25,25,7,1,24,1,20,1,22,1,1,1,22,23,23,1,1,24,1,1,12,1,25,1,1,4,25,25,1,8,24,1,22,15,10,21,8,8,1,20,1,1,23,1,1,25,1,22,1,12,1,1,1,14,1,25,18,20,22,21,1,24,10,17,1,19,1,5,22,1,13,25,1,1,20,25,1,1,1,25,23,14,20,1,1,1,8,1,1,1,25,24,25,1,1,25,24,1,1,25,25,17,1,1,18,1,1,24,21,21,1,22,1,1,1,20,24,22,1,1,1,24,23,24,1,1,1,23,25,19,24,16,1,23,17,1,25,1,25,25,24,23,18,12,8,24,1,21,17,17,1,14,25,23,23,24,17,1,25,1,22,20,1,25,3,25,1,1,1,24,24,21,24,23,25,25,1,22,22,23,1,1,12,1,23,25,7,25,17,24,25,10,1,25,23,1,1,10,23,21,8,1,19,1,17,18,25,19,25,16,17,1,12,25,23,21,25,1,1,1,1,1,25,25
25,15,25,16,1,1,25,24,24,23,22,25,7,20,1,1,19,1,1,6,24,20,15,1,1,25,1,20,23,5,16,19,18,25,1,1,1,1,14,1,1,1,25,23,15,1,1,1,1,23,4,1,18,19,25,25,25,23,22,1,18,19,6,19,7,22,1,23,1,1,1,22,25,15,23,1,25,1,24,1,25,1,1,24,24,16,7,12,19,1,1,1,1,23,25,1,22,18,21,25,1,18,24,25,18,25,23,25,6,9,1,24,1,1,1,25,1,1,21,19,25,1,1,24,25,1,1,24,15,1,24,1,1,23,12,24,25,24,25,1,25,1,1,1,1,9,23,1,1,1,20,18,1,18,22,1,10,25,24,19,1,15,1,25,23,1,22,24,23,1,25,25,22,1,23,21,18,20,25,14,1,24,25,23,1,19,1,1,12,5,25,8,25,1,1,1,24,1,15,22,21,23,22,1,1,1,25,25,24,8,20,1,20,25,1,1,1,1,10,25,1,19,19,24,25,20,25,21,20,7,6,1,19,14,1,25,25,24,1,24,9,17,21,1,1,20,1,1,18,18,25,25,1,25,20,1,1,19,1,25,1,1,25,17,19,1,25,1,1,22,4,1,24,6,15,25,1,24,1,1,15,1,3,7,18,1,1,22,1,21,25,25,1,23,25,1,21,1,16,25,14,19,25,25,25,1,22,21,25,21,16,1,23,24,1,19,22,12,1,25,17,18,22,23,1,1,11,18,23,21,17,25,24,22,25,1,23,25,23,21,17,10,25,23,17,25,1,23,1,11,1,1,25,1,22,17,25,24,1,20,25,20,1,19,25,25,1,10,24,24,25,1,25,20,1,19,25,1,22,22,17,1,14,25,25,1,20,24,1,1,1,1,24,22,21,22,21,23,1,1,24,25,23,22,9,19,24,20,21,25,1,3,9,20,1,24,25,23,25,1,24,1,1,1,25,25,25,1,1,5,10,1,23,22,1,1,1,15,24,1,1,22,21,1,6,18,25,1,1,25,21,1,1,22,1,24,6,19,1,1,1,1,20,1,17,5,21,25,24,24,1,1,23,25,24,1,12,1,1,1,1,1,21,23,25,1,25,25,1,1,19,24,21,25,15,20,1,22,25,20
25,23,9,7,19,19,25,22,22,20,25,18,1,18,23,25,25,25,25,14,25,25,25,1,23,1,25,25,1,25,25,1,21,23,20,25,16,14,1,17,1,25,25,23,20,23,7,25,21,1,25,23,24,1,20,25,25,8,5,1,25,24,1,19,25,1,5,22,21,24,25,1,1,15,1,25,22,1,1,23,15,23,25,24,24,24,16,25,15,25,24,1,1,21,25,1,1,1,1,21,19,15,14,8,1,19,1,1,23,25,23,1,23,18,6,20,21,25,1,25,19,21,1,25,23,20,1,24,1,1,1,25,25,25,18,19,5,21,6,18,19,25,25,25,24,19,25,15,25,13,25,25,24,11,23,25,1,24,1,25,1,1,25,1,1,18,24,23,17,20,20,1,1,19,24,25,25,19,1,25,21,25,25,1,17,25,9,1,9,24,1,25,1,20,1,22,23,22,23,15,1,1,24,1,19,1,6,8,22,25,1,24,25,25,25,24,16,25,25,25,1,23,25,25,1,1,24,8,21,15,19,1,22,25,22,23,1,20,24,20,22,21,19,25,25,1,21,18,1,12,1,1,24,20,25,24,18,1,1,25,19,24,22,1,25,23,24,20,25,25,17,25,25,20,1,1,20,25,25,6,19,1,19,21,10,14,17,25,15,10,25,21,23,22,25,16,17,25,15,23,22,25,1,24,15,1,25,1,9,1,1,1,1,25,21,14,1,22,8,18,25,1,25,22,19,17,1,25,19,25,17,14,1,1,22,25,25,25,4,22,12,1,23,25,1,1,14,1,1,1,23,25,25,24,25,24,25,24,24,1,18,25,1,1,25,18,25,19,24,1,22,16,25,20,23,22,25,12,9,1,24,22,16,24,25,24,25,25,24,15,25,25,1,25,25,19,24,21,25,17,25,17,25,8,21,1,17,1,19,23,15,24,16,25,25,6,23,25,22,24,9,25,22,19,24,21,25,25,14,17,4,24,24,22,20,17,1,25,25,24,14,24,25,25,23,1,12,19,1,6,24,25,22,20,25,20,1,23,22,6,22,1,22,25,1,22,25,25,8,23,1,1,21,24,24,25,4,25,24,1,1,25,17,1,19,23,25,1,24,1,1,19,1,24,24,6,24,22,1,24
